n,A,B,X,Aox,Box,Cox,Ra,Rb,Rc,exp,EAH
2.0,Ba,Zr,O,2.0,4.0,-2.0,1.49,0.86,1.26,False,0.0
0.0,Ca,Si,O,2.0,4.0,-2.0,1.14,0.54,1.26,True,0.0
1.0,Ca,Si,O,2.0,4.0,-2.0,1.14,0.54,1.26,True,0.18881341178571454
0.0,Ca,Sn,O,0.0,0.0,0.0,1.8,1.45,0.6,True,0.0
0.0,Ca,Sn,O,2.0,4.0,-2.0,1.14,0.83,1.26,True,0.0
0.0,Ca,Ti,O,2.0,4.0,-2.0,1.14,0.745,1.26,True,0.0
1.0,Ca,Ti,O,2.0,4.0,-2.0,1.14,0.745,1.26,False,0.036095245357147476
0.0,Ca,Zr,O,2.0,4.0,-2.0,1.14,0.86,1.26,True,0.0
0.0,Ce,Al,O,3.0,3.0,-2.0,1.15,0.675,1.26,True,0.0
0.0,Ce,Cr,O,3.0,3.0,-2.0,1.15,1.0999999999999999,1.26,True,0.0
0.0,Ce,Ga,O,0.0,0.0,0.0,1.85,1.3,0.6,True,0.0
0.0,Ce,Ga,O,3.0,3.0,-2.0,1.15,0.76,1.26,True,0.0
0.0,Ce,V,O,3.0,3.0,-2.0,1.15,0.78,1.26,True,0.0
0.0,Pb,Cr,O,2.0,4.0,-2.0,1.33,0.9999999999999999,1.26,True,0.0
0.0,Cs,Au,Cl,0.0,0.0,0.0,2.6,1.35,1.0,True,0.0
0.0,Cs,Ca,Br,1.0,2.0,-1.0,1.81,1.14,1.82,True,0.0
1.0,Cs,Ca,Br,1.0,2.0,-1.0,1.81,1.14,1.82,False,0.0
0.0,Cs,Ca,F,1.0,2.0,-1.0,1.81,1.14,1.19,True,0.0
1.0,Cs,Ca,F,1.0,2.0,-1.0,1.81,1.14,1.19,True,0.0
0.0,Cs,Cd,Br,1.0,2.0,-1.0,1.81,1.09,1.82,True,0.0
0.0,Cs,Cd,Cl,1.0,2.0,-1.0,1.81,1.09,1.67,True,0.0
0.0,Cs,Cd,F,1.0,2.0,-1.0,1.81,1.09,1.19,True,0.0
0.0,Cs,Eu,Cl,1.0,2.0,-1.0,1.81,1.31,1.67,True,0.0
0.0,Cs,Eu,F,1.0,2.0,-1.0,1.81,1.31,1.19,True,0.0
0.0,Cs,Fe,F,1.0,2.0,-1.0,1.81,0.92,1.19,True,0.0
0.0,Cs,Ge,Br,1.0,2.0,-1.0,1.81,0.87,1.82,True,0.0
0.0,Cs,Hg,Br,1.0,2.0,-1.0,1.81,1.16,1.82,True,0.0
0.0,Cs,Hg,Cl,1.0,2.0,-1.0,1.81,1.16,1.67,True,0.0
0.0,Cs,Hg,F,1.0,2.0,-1.0,1.81,1.16,1.19,True,0.0
1.0,Cs,Hg,F,1.0,2.0,-1.0,1.81,1.16,1.19,True,0.0
0.0,Cs,Mg,F,1.0,2.0,-1.0,1.81,0.86,1.19,True,0.0
0.0,Cs,Pb,Br,1.0,2.0,-1.0,1.81,1.33,1.82,True,0.0
0.0,Cs,Pb,Cl,1.0,2.0,-1.0,1.81,1.33,1.67,True,0.0
0.0,Cs,Pb,F,1.0,2.0,-1.0,1.81,1.33,1.19,True,0.0
0.0,Cs,Pb,I,1.0,2.0,-1.0,1.81,1.33,2.06,True,0.0
0.0,Cs,Sm,Cl,1.0,2.0,-1.0,1.81,1.36,1.67,True,0.0
0.0,Cs,Sn,Br,1.0,2.0,-1.0,1.81,1.25,1.82,True,0.0
0.0,Cs,Sn,Cl,1.0,2.0,-1.0,1.81,1.25,1.67,True,0.0
0.0,Cs,Sn,I,1.0,2.0,-1.0,1.81,1.25,2.06,True,0.0
0.0,Cs,Sr,F,1.0,2.0,-1.0,1.81,1.32,1.19,True,0.0
0.0,Cs,Tm,Cl,1.0,2.0,-1.0,1.81,1.17,1.67,True,0.0
1.0,Cs,Tm,Cl,1.0,2.0,-1.0,1.81,1.17,1.67,True,0.15577054182540095
0.0,Eu,Nb,O,2.0,4.0,-2.0,1.31,0.82,1.26,True,0.0
0.0,Eu,Ti,O,2.0,4.0,-2.0,1.31,0.745,1.26,True,0.0
1.0,Eu,Ti,O,2.0,4.0,-2.0,1.31,0.745,1.26,False,0.0
2.0,Eu,Ti,O,2.0,4.0,-2.0,1.31,0.745,1.26,False,0.00027171291668715014
3.0,Eu,Ti,O,2.0,4.0,-2.0,1.31,0.745,1.26,False,0.0032556188235464134
0.0,Bi,Fe,O,3.0,3.0,-2.0,1.17,0.785,1.26,True,0.0
0.0,Pb,Ge,O,2.0,4.0,-2.0,1.33,0.67,1.26,True,0.0
0.0,Pb,Hf,O,2.0,4.0,-2.0,1.33,0.85,1.26,True,0.0
0.0,K,Ca,F,1.0,2.0,-1.0,1.52,1.14,1.19,True,0.0
0.0,K,Cd,F,1.0,2.0,-1.0,1.52,1.09,1.19,True,0.0
0.0,K,Co,F,1.0,2.0,-1.0,1.52,0.885,1.19,True,0.0
1.0,K,Co,F,1.0,2.0,-1.0,1.52,0.885,1.19,True,0.08233011714285876
2.0,K,Co,F,1.0,2.0,-1.0,1.5200000000000002,0.885,1.1899999999999997,True,0.0
0.0,K,Fe,F,1.0,2.0,-1.0,1.52,0.92,1.19,True,0.0
0.0,K,Hg,F,1.0,2.0,-1.0,1.52,1.16,1.1899999999999997,True,0.0
0.0,K,Mg,F,1.0,2.0,-1.0,1.52,0.86,1.19,True,0.0
1.0,K,Mg,F,1.0,2.0,-1.0,1.52,0.86,1.19,True,0.0
0.0,K,Mn,F,1.0,2.0,-1.0,1.52,0.97,1.19,True,0.0
1.0,K,Mn,F,1.0,2.0,-1.0,1.52,0.97,1.19,True,0.0
2.0,K,Mn,F,1.0,2.0,-1.0,1.5200000000000002,0.97,1.1899999999999997,True,0.0
0.0,K,Nb,O,1.0,5.0,-2.0,1.52,0.78,1.26,True,0.0
0.0,K,Ni,F,1.0,2.0,-1.0,1.52,1.1500000000000001,1.19,True,0.0
1.0,K,Ni,F,1.0,2.0,-1.0,1.52,1.1500000000000001,1.19,True,0.0
2.0,K,Ni,F,1.0,2.0,-1.0,1.5200000000000002,1.1500000000000001,1.1899999999999997,True,0.0
0.0,K,Pd,F,1.0,2.0,-1.0,1.52,1.0,1.19,True,0.0
0.0,K,Ta,O,1.0,5.0,-2.0,1.52,0.78,1.26,True,0.0
0.0,K,U,O,1.0,5.0,-2.0,1.52,0.9,1.26,True,0.0
1.0,K,U,O,1.0,6.0,-2.0,1.52,0.87,1.26,True,0.0
0.0,K,V,F,1.0,2.0,-1.0,1.52,0.93,1.19,True,0.0
0.0,K,Zn,F,1.0,2.0,-1.0,1.52,0.88,1.19,True,0.0
1.0,K,Zn,F,1.0,2.0,-1.0,1.52,0.88,1.19,True,0.0
2.0,K,Zn,F,1.0,2.0,-1.0,1.5200000000000002,0.88,1.1899999999999997,True,0.0
0.0,La,Al,O,3.0,3.0,-2.0,1.172,0.675,1.26,True,0.0
0.0,La,Co,O,3.0,3.0,-2.0,1.172,0.75,1.26,True,0.0
1.0,La,Co,O,3.0,2.0,-2.0,1.172,0.885,1.2600000000000002,True,0.07255574464285353
3.0,La,Co,O,3.0,2.6666666666666665,-2.0,1.172,0.7949999999999999,1.26,True,0.09074489176470557
0.0,La,Cr,O,3.0,3.0,-2.0,1.172,1.0999999999999999,1.26,True,0.0
0.0,La,Fe,O,3.0,3.0,-2.0,1.172,0.785,1.26,True,0.0
0.0,La,Ga,O,3.0,3.0,-2.0,1.172,0.76,1.26,True,0.0
0.0,La,Ga,O,0.0,0.0,0.0,1.95,1.3,0.6,True,0.0
0.0,La,Mn,O,3.0,3.0,-2.0,1.172,0.785,1.26,True,0.0
0.0,La,Ti,O,3.0,3.0,-2.0,1.172,0.81,1.26,True,0.0
0.0,La,V,O,3.0,3.0,-2.0,1.172,0.78,1.26,True,0.0
0.0,Mn,N,Cl,4.0,-1.0,-1.0,0.67,0.75,1.67,True,0.0
1.0,Mn,N,Cl,2.0,1.0,-1.0,0.97,0.55,1.67,False,1.3436882857142844
0.0,Mn,N,F,2.0,1.0,-1.0,0.97,0.55,1.19,True,0.0
0.0,Tl,Mn,Cl,1.0,2.0,-1.0,1.64,0.97,1.67,True,0.0
0.0,Na,Mg,F,1.0,2.0,-1.0,1.16,0.86,1.19,True,0.0
0.0,Na,Nb,O,1.0,5.0,-2.0,1.16,0.78,1.26,True,0.0
0.0,Na,Ta,O,1.0,5.0,-2.0,1.16,0.78,1.26,True,0.0
0.0,Na,V,F,1.0,2.0,-1.0,1.16,0.93,1.19,True,0.0
0.0,Na,W,O,1.0,5.0,-2.0,1.16,0.76,1.26,True,0.0
0.0,Ag,Nb,O,1.0,5.0,-2.0,1.29,0.78,1.26,True,0.0
0.0,Nd,Al,O,3.0,3.0,-2.0,1.123,0.675,1.26,True,0.0
0.0,Nd,Co,O,3.0,3.0,-2.0,1.123,0.75,1.26,True,0.0
1.0,Nd,Co,O,3.0,2.0,-2.0,1.123,0.885,1.26,False,0.13076057928570783
0.0,Nd,Cr,O,3.0,3.0,-2.0,1.123,1.0999999999999999,1.26,True,0.0
0.0,Nd,Ga,O,0.0,0.0,0.0,1.85,1.3,0.6,True,0.0
0.0,Nd,V,O,3.0,3.0,-2.0,1.123,0.78,1.26,True,0.0
0.0,Ni,N,F,2.0,1.0,-1.0,1.1500000000000001,0.55,1.19,True,0.0
1.0,Ni,N,F,2.0,1.0,-1.0,1.1500000000000001,0.55,1.19,False,1.6153764342857135
0.0,Pr,Al,O,3.0,3.0,-2.0,1.13,0.675,1.26,True,0.0
0.0,Pr,Co,O,3.0,3.0,-2.0,1.13,0.75,1.26,True,0.0
1.0,Pr,Co,O,3.0,2.0,-2.0,1.13,0.885,1.26,False,0.10703406089285394
0.0,Pr,Cr,O,3.0,3.0,-2.0,1.13,1.0999999999999999,1.26,True,0.0
0.0,Pr,Ga,O,0.0,0.0,0.0,1.85,1.3,0.6,True,0.0
0.0,Pr,V,O,3.0,3.0,-2.0,1.13,0.78,1.26,True,0.0
0.0,Rb,Ca,F,1.0,2.0,-1.0,1.66,1.14,1.19,True,0.0
0.0,Rb,Cd,F,1.0,2.0,-1.0,1.66,1.09,1.19,True,0.0
0.0,Rb,Fe,F,1.0,2.0,-1.0,1.66,0.92,1.19,True,0.0
1.0,Rb,Fe,F,1.0,2.0,-1.0,1.66,0.92,1.19,False,0.0
0.0,Rb,Ge,I,1.0,2.0,-1.0,1.66,0.87,2.06,True,0.0
0.0,Rb,Hg,F,1.0,2.0,-1.0,1.66,1.16,1.19,True,0.0
1.0,Rb,Hg,F,1.0,2.0,-1.0,1.66,1.16,1.19,True,0.0
0.0,Rb,Mg,F,1.0,2.0,-1.0,1.66,0.86,1.19,True,0.0
1.0,Rb,Mg,F,1.0,2.0,-1.0,1.66,0.86,1.19,True,0.0
0.0,Rb,Mn,F,1.0,2.0,-1.0,1.66,0.97,1.19,True,0.0
1.0,Rb,Mn,F,1.0,2.0,-1.0,1.66,0.97,1.19,False,0.0
0.0,Rb,Pb,F,1.0,2.0,-1.0,1.66,1.33,1.19,True,0.0
0.0,Rb,Pd,F,1.0,2.0,-1.0,1.66,1.0,1.19,True,0.0
0.0,Rb,U,O,1.0,5.0,-2.0,1.66,0.9,1.26,True,0.0
1.0,Rb,U,O,1.0,6.0,-2.0,1.66,0.87,1.26,True,0.0
0.0,Rb,V,F,1.0,2.0,-1.0,1.66,0.93,1.19,True,0.0
0.0,Sm,Co,O,3.0,3.0,-2.0,1.0979999999999999,0.75,1.26,True,0.0
0.0,Sm,Cr,O,3.0,3.0,-2.0,1.0979999999999999,1.0999999999999999,1.26,True,0.0
0.0,Sm,V,O,2.0,4.0,-2.0,1.36,0.72,1.26,True,0.0
0.0,Sn,C,Cl,2.0,1.0,-1.0,1.25,0.6,1.67,True,0.0
0.0,Sr,Co,O,2.0,4.0,-2.0,1.32,0.67,1.26,True,0.0
1.0,Sr,Co,O,2.0,4.0,-2.0,1.32,0.67,1.26,True,0.011216256071428177
0.0,Sr,Cr,O,2.0,4.0,-2.0,1.32,0.9999999999999999,1.26,True,0.0
1.0,Sr,Cr,O,2.0,4.0,-2.0,1.32,0.9999999999999999,1.26,True,0.033936408749998925
3.0,Sr,Cr,O,2.0,4.0,-2.0,1.32,0.9999999999999999,1.26,False,0.06295009650735839
0.0,Sr,Fe,O,2.0,4.0,-2.0,1.32,0.9999999999999999,1.26,True,0.0
1.0,Sr,Fe,O,2.0,4.0,-2.0,1.32,0.9999999999999999,1.26,True,0.0
2.0,Sr,Fe,O,2.0,4.0,-2.0,1.32,0.9999999999999999,1.26,True,0.0
0.0,Sr,Ge,O,2.0,4.0,-2.0,1.32,0.67,1.26,True,0.0
0.0,Sr,Hf,O,2.0,4.0,-2.0,1.32,0.85,1.26,True,0.0
1.0,Sr,Hf,O,2.0,4.0,-2.0,1.32,0.85,1.26,False,0.018622709999998932
2.0,Sr,Hf,O,2.0,4.0,-2.0,1.32,0.85,1.26,False,0.021197374999999852
0.0,Sr,Mn,O,2.0,4.0,-2.0,1.32,0.67,1.26,True,0.0
1.0,Sr,Mn,O,2.0,4.0,-2.0,1.32,0.67,1.26,True,0.00657690035713987
2.0,Sr,Mn,O,2.0,4.0,-2.0,1.32,0.67,1.26,True,0.028049522361125234
0.0,Sr,Mo,O,2.0,4.0,-2.0,1.32,0.79,1.26,True,0.0
1.0,Sr,Mo,O,2.0,4.0,-2.0,1.32,0.79,1.26,True,0.017990347857142375
2.0,Sr,Mo,O,2.0,4.0,-2.0,1.32,0.79,1.26,False,0.04025732916667035
0.0,Sr,Nb,O,2.0,4.0,-2.0,1.32,0.82,1.26,True,0.0
0.0,Sr,Ru,O,2.0,4.0,-2.0,1.32,0.76,1.26,True,0.0
1.0,Sr,Ru,O,2.0,4.0,-2.0,1.32,0.76,1.26,True,0.0
2.0,Sr,Ru,O,2.0,4.0,-2.0,1.32,0.76,1.26,True,0.00523286166666459
0.0,Sr,Si,O,2.0,4.0,-2.0,1.32,0.54,1.26,True,0.0
0.0,Sr,Sn,O,2.0,4.0,-2.0,1.32,0.83,1.26,True,0.0
1.0,Sr,Sn,O,2.0,4.0,-2.0,1.32,0.83,1.26,True,0.005311964285715121
0.0,Sr,Tc,O,0.0,0.0,0.0,2.0,1.35,0.6,True,0.0
1.0,Sr,Tc,O,0.0,0.0,0.0,2.0,1.35,0.6,True,0.037539396428570626
0.0,Sr,Ti,O,2.0,4.0,-2.0,1.32,0.745,1.26,True,0.0
1.0,Sr,Ti,O,2.0,4.0,-2.0,1.32,0.745,1.26,True,0.0
2.0,Sr,Ti,O,2.0,4.0,-2.0,1.32,0.745,1.26,True,0.0
3.0,Sr,Ti,O,2.0,4.0,-2.0,1.32,0.745,1.26,True,0.0
0.0,Sr,V,O,2.0,4.0,-2.0,1.32,0.72,1.26,True,0.0
1.0,Sr,V,O,2.0,4.0,-2.0,1.32,0.72,1.26,True,0.025702391999993246
2.0,Sr,V,O,2.0,4.0,-2.0,1.32,0.72,1.26,True,0.0
3.0,Sr,V,O,2.0,4.0,-2.0,1.32,0.7200000000000001,1.26,True,0.04697741522706789
0.0,Sr,Zr,O,2.0,4.0,-2.0,1.32,0.86,1.26,True,0.0
1.0,Sr,Zr,O,2.0,4.0,-2.0,1.32,0.86,1.26,False,0.034574683928568106
2.0,Sr,Zr,O,2.0,4.0,-2.0,1.32,0.86,1.26,False,0.038820267916664264
0.0,Sr,Zr,O,0.0,0.0,0.0,2.0,1.55,0.6,True,0.0
1.0,Sr,Zr,O,2.0,4.0,-2.0,1.32,0.86,1.26,False,0.034574683928568106
2.0,Sr,Zr,O,2.0,4.0,-2.0,1.32,0.86,1.26,False,0.038820267916664264
0.0,Sn,Ta,O,2.0,4.0,-2.0,1.25,0.82,1.26,True,0.0
0.0,Cd,Ti,O,0.0,0.0,0.0,1.55,1.4,0.6,True,0.0
0.0,Pb,Ti,O,2.0,4.0,-2.0,1.33,0.745,1.26,True,0.0
0.0,Pb,V,O,2.0,4.0,-2.0,1.33,0.72,1.26,True,0.0
0.0,Ag,Zn,F,1.0,2.0,-1.0,1.29,0.88,1.19,True,0.0
0.0,Pb,Zr,O,2.0,4.0,-2.0,1.33,0.86,1.26,True,0.0
0.0,Ac,Al,O,0.0,0.0,0.0,1.95,1.25,0.6,True,0.0
0.0,Ac,Cr,O,0.0,0.0,0.0,1.95,1.4,0.6,True,0.0
0.0,Ac,Cu,O,0.0,0.0,0.0,1.95,1.35,0.6,True,0.0
0.0,Ac,Fe,O,0.0,0.0,0.0,1.95,1.4,0.6,True,0.0
0.0,Ac,Ga,O,0.0,0.0,0.0,1.95,1.3,0.6,True,0.0
0.0,Ac,Mg,O,0.0,0.0,0.0,1.95,1.5,0.6,True,0.0
0.0,Ac,Mn,O,0.0,0.0,0.0,1.95,1.4,0.6,True,0.0
0.0,Ac,Ni,O,0.0,0.0,0.0,1.95,1.35,0.6,True,0.0
0.0,Ac,Pd,O,0.0,0.0,0.0,1.95,1.4,0.6,True,0.0
0.0,Ac,Sc,O,0.0,0.0,0.0,1.95,1.6,0.6,True,0.0
0.0,Ac,Ti,O,0.0,0.0,0.0,1.95,1.4,0.6,True,0.0
0.0,Ac,V,O,0.0,0.0,0.0,1.95,1.35,0.6,True,0.0
0.0,Bi,Al,O,3.0,3.0,-2.0,1.17,0.675,1.26,True,0.0
0.0,Ba,Al,O,0.0,0.0,0.0,2.15,1.25,0.6,True,0.0
0.0,Ba,Au,O,0.0,0.0,0.0,2.15,1.35,0.6,True,0.0
0.0,Ba,Cu,O,2.0,1.0,-1.0,1.49,0.91,0.6999999999999998,True,0.0
1.0,Ba,Cu,O,2.0,2.0,-1.5,1.49,0.87,0.9799999999999999,False,0.21374037196428652
0.0,Ba,Dy,O,0.0,0.0,0.0,2.15,1.75,0.6,True,0.0
0.0,Ba,Er,O,0.0,0.0,0.0,2.15,1.75,0.6,True,0.0
0.0,Ba,Eu,O,0.0,0.0,0.0,2.15,1.85,0.6,True,0.0
0.0,Ba,Hf,O,2.0,4.0,-2.0,1.49,0.85,1.26,True,0.0
1.0,Ba,Hf,O,2.0,4.0,-2.0,1.49,0.85,1.26,False,0.0
2.0,Ba,Hf,O,2.0,4.0,-2.0,1.49,0.85,1.26,False,0.0
0.0,Ba,Hf,S,2.0,4.0,-2.0,1.49,0.85,1.7,True,0.0
1.0,Ba,Hf,S,2.0,4.0,-2.0,1.49,0.85,1.7,True,0.0
3.0,Ba,Hf,S,2.0,4.0,-2.0,1.49,0.85,1.6999999999999997,True,0.021636369117648435
4.0,Ba,Hf,S,2.0,4.0,-2.0,1.49,0.85,1.6999999999999995,True,0.025942471704557768
5.0,Ba,Hf,S,2.0,4.0,-2.0,1.49,0.85,1.6999999999999995,True,0.02902676259260417
0.0,Ba,In,O,0.0,0.0,0.0,2.15,1.55,0.6,True,0.0
0.0,Ba,Mn,O,2.0,4.0,-2.0,1.49,0.67,1.26,True,0.0
1.0,Ba,Mn,O,2.0,4.0,-2.0,1.49,0.67,1.26,False,0.021058589761906
0.0,Ba,Nd,O,0.0,0.0,0.0,2.15,1.85,0.6,True,0.0
0.0,Ba,Ni,O,2.0,4.0,-2.0,1.49,0.9500000000000001,1.26,True,0.0
0.0,Ba,Pd,O,2.0,4.0,-2.0,1.49,0.755,1.26,True,0.0
0.0,Ba,Pt,O,0.0,0.0,0.0,2.15,1.35,0.6,True,0.0
0.0,Ba,Re,O,2.0,4.0,-2.0,1.49,0.77,1.26,True,0.0
0.0,Ba,Rh,O,2.0,4.0,-2.0,1.49,0.74,1.26,True,0.0
0.0,Ba,Ru,O,2.0,4.0,-2.0,1.49,0.76,1.26,True,0.0
1.0,Ba,Ru,O,2.0,4.0,-2.0,1.49,0.76,1.26,False,0.0006041192857164646
0.0,Ba,Sc,O,0.0,0.0,0.0,2.15,1.6,0.6,True,0.0
0.0,Ba,Ta,O,2.0,4.0,-2.0,1.49,0.82,1.26,True,0.0
0.0,Ba,Tl,O,0.0,0.0,0.0,2.15,1.9,0.6,True,0.0
0.0,Ba,Tm,O,0.0,0.0,0.0,2.15,1.75,0.6,True,0.0
0.0,Ba,W,O,2.0,4.0,-2.0,1.49,0.8,1.26,True,0.0
0.0,Ba,Zn,O,0.0,0.0,0.0,2.15,1.35,0.6,True,0.0
0.0,Ca,Co,O,2.0,4.0,-2.0,1.14,0.67,1.26,True,0.0
0.0,Ca,Cu,O,2.0,1.0,-1.0,1.14,0.91,0.6999999999999998,True,0.0
0.0,Ca,Fe,O,2.0,4.0,-2.0,1.14,0.9999999999999999,1.26,True,0.0
0.0,Ca,Ge,O,2.0,4.0,-2.0,1.14,0.67,1.26,True,0.0
1.0,Ca,Ge,O,2.0,4.0,-2.0,1.14,0.67,1.26,True,0.14636045928571306
0.0,Ca,Hf,O,2.0,4.0,-2.0,1.14,0.85,1.26,True,0.0
0.0,Ca,Mn,O,2.0,4.0,-2.0,1.14,0.67,1.26,True,0.0
1.0,Ca,Mn,O,2.0,4.0,-2.0,1.14,0.67,1.2600000000000002,True,0.02099508202381095
2.0,Ca,Mn,O,2.0,4.0,-2.0,1.14,0.67,1.26,True,0.05733825277777971
0.0,Ca,Ru,O,2.0,4.0,-2.0,1.14,0.76,1.26,True,0.0
0.0,Ca,V,O,2.0,4.0,-2.0,1.14,0.72,1.26,True,0.0
0.0,Ce,Ti,O,3.0,3.0,-2.0,1.15,0.81,1.26,True,0.0
0.0,Cs,Ag,Br,1.0,2.0,-1.0,1.81,1.08,1.82,True,0.0
0.0,Cs,Au,Br,0.0,0.0,0.0,2.6,1.35,1.15,True,0.0
0.0,Cs,Au,F,0.0,0.0,0.0,2.6,1.35,0.5,True,0.0
0.0,Cs,Bi,O,1.0,5.0,-2.0,1.81,0.9,1.26,True,0.0
0.0,Cs,Ca,Cl,1.0,2.0,-1.0,1.81,1.14,1.67,True,0.0
1.0,Cs,Ca,Cl,1.0,2.0,-1.0,1.81,1.14,1.67,False,0.0
2.0,Cs,Ca,Cl,1.0,2.0,-1.0,1.8099999999999998,1.14,1.67,False,0.0
0.0,Cs,In,Br,1.0,2.0,-1.0,1.81,1.35,1.82,True,0.0
0.0,Cs,In,F,1.0,2.0,-1.0,1.81,1.35,1.19,True,0.0
0.0,Cs,Np,O,0.0,0.0,0.0,2.6,1.75,0.6,True,0.0
1.0,Cs,Np,O,0.0,0.0,0.0,2.6,1.75,0.6,False,0.0
0.0,Cs,Pa,O,0.0,0.0,0.0,2.6,1.8,0.6,True,0.0
0.0,Cs,Pd,Br,1.0,2.0,-1.0,1.81,1.0,1.82,True,0.0
0.0,Cs,Pd,Cl,1.0,2.0,-1.0,1.81,1.0,1.67,True,0.0
0.0,Cs,Pd,F,1.0,2.0,-1.0,1.81,1.0,1.19,True,0.0
0.0,Cs,Sr,Cl,1.0,2.0,-1.0,1.81,1.32,1.67,True,0.0
0.0,Cs,Th,O,0.0,0.0,0.0,2.6,1.8,0.6,True,0.0
0.0,Cs,Tl,F,0.0,0.0,0.0,2.6,1.9,0.5,True,0.0
0.0,Cs,U,O,1.0,5.0,-2.0,1.81,0.9,1.26,True,0.0
1.0,Cs,U,O,1.0,6.0,-2.0,1.81,0.87,1.26,True,0.0
0.0,Ag,Cu,F,1.0,2.0,-1.0,1.29,0.87,1.19,True,0.0
0.0,Bi,Cu,O,3.0,3.0,-2.0,1.17,0.68,1.26,True,0.0
1.0,Bi,Cu,O,3.0,2.0,-2.0,1.17,0.87,1.26,False,0.07621592535714239
0.0,Dy,Al,O,3.0,3.0,-2.0,1.052,0.675,1.26,True,0.0
0.0,Er,Al,O,3.0,3.0,-2.0,1.03,0.675,1.26,True,0.0
0.0,Eu,Al,O,3.0,3.0,-2.0,1.087,0.675,1.26,True,0.0
2.0,Eu,Al,O,2.6666666666666665,3.0,-2.0,1.1613333333333333,0.675,1.26,False,0.042369717708341526
0.0,Eu,Cr,O,2.0,4.0,-2.0,1.31,0.9999999999999999,1.26,True,0.0
0.0,Eu,Cu,O,2.0,1.0,-1.0,1.31,0.91,0.6999999999999998,True,0.0
1.0,Eu,Cu,O,3.0,2.0,-2.0,1.087,0.87,1.26,True,0.21239609285714067
0.0,Eu,Ge,O,2.0,4.0,-2.0,1.31,0.67,1.26,True,0.0
0.0,Eu,Hf,O,2.0,4.0,-2.0,1.31,0.85,1.26,True,0.0
0.0,Eu,Mn,O,2.0,4.0,-2.0,1.31,0.67,1.26,True,0.0
0.0,Eu,Mo,O,2.0,4.0,-2.0,1.31,0.79,1.26,True,0.0
0.0,Eu,Sn,O,2.0,4.0,-2.0,1.31,0.83,1.26,True,0.0
0.0,Eu,Tc,O,0.0,0.0,0.0,1.85,1.35,0.6,True,0.0
0.0,Eu,V,O,2.0,4.0,-2.0,1.31,0.72,1.26,True,0.0
1.0,Eu,V,O,2.0,4.0,-2.0,1.31,0.72,1.26,True,0.0
2.0,Eu,V,O,2.0,4.0,-2.0,1.31,0.72,1.26,False,0.04254689880208318
0.0,Eu,Zr,O,2.0,4.0,-2.0,1.31,0.86,1.26,True,0.0
1.0,Eu,Zr,O,2.0,4.0,-2.0,1.31,0.86,1.26,False,0.07341726464285436
0.0,Pb,Fe,O,2.0,4.0,-2.0,1.33,0.9999999999999999,1.26,True,0.0
0.0,Bi,Ga,O,3.0,3.0,-2.0,1.17,0.76,1.26,True,0.0
0.0,Gd,Al,O,3.0,3.0,-2.0,1.075,0.675,1.26,True,0.0
